date,index,change_type,ticker,ticker_normalized,company
3/4/24,Hang Seng Composite Index,Inclusion,921,0921.HK,"Hisense Home Appliances Group Co., Ltd. - H Shares"
3/4/24,Hang Seng Composite Index,Inclusion,1381,1381.HK,"Canvest Environmental Protection Group Co., Ltd."
3/4/24,Hang Seng Composite Index,Inclusion,1519,1519.HK,J&T Global Express Ltd. - W
3/4/24,Hang Seng Composite Index,Inclusion,1541,1541.HK,ImmuneOnco Biopharmaceuticals (Shanghai) Inc. - B - H Shares
3/4/24,Hang Seng Composite Index,Inclusion,1735,1735.HK,Central New Energy Holding Group Ltd.
3/4/24,Hang Seng Composite Index,Inclusion,1963,1963.HK,"Bank of Chongqing Co., Ltd. - H Shares"
3/4/24,Hang Seng Composite Index,Inclusion,1969,1969.HK,"China Chunlai Education Group Co., Ltd."
3/4/24,Hang Seng Composite Index,Inclusion,2169,2169.HK,Canggang Railway Ltd.
3/4/24,Hang Seng Composite Index,Inclusion,2268,2268.HK,WuXi XDC Cayman Inc.
3/4/24,Hang Seng Composite Index,Inclusion,2429,2429.HK,Beijing UBOX Online Technology Corp. - H Shares
3/4/24,Hang Seng Composite Index,Inclusion,2511,2511.HK,"HighTide Therapeutics, Inc. - B"
3/4/24,Hang Seng Composite Index,Inclusion,2517,2517.HK,"Guoquan Food (Shanghai) Co., Ltd. - H Shares"
3/4/24,Hang Seng Composite Index,Inclusion,2877,2877.HK,China Shineway Pharmaceutical Group Ltd.
3/4/24,Hang Seng Composite Index,Inclusion,6666,6666.HK,Evergrande Property Services Group Ltd.
3/4/24,Hang Seng Composite Index,Inclusion,6682,6682.HK,"Beijing Fourth Paradigm Technology Co., Ltd. - H Shares"
3/4/24,Hang Seng Composite Index,Inclusion,6683,6683.HK,Star Plus Legend Holdings Ltd.
3/4/24,Hang Seng Composite Index,Inclusion,6990,6990.HK,"Sichuan Kelun-Biotech Biopharmaceutical Co., Ltd. - B - H Sh"
3/4/24,Hang Seng Composite Index,Inclusion,9638,9638.HK,Ferretti S.p.A. - F
3/4/24,Hang Seng Composite Index,Inclusion,9676,9676.HK,"Shiyue Daotian Group Co., Ltd. - H Shares"
3/4/24,Hang Seng Composite Index,Inclusion,9880,9880.HK,UBTECH ROBOTICS CORP LTD - H Shares
3/4/24,Hang Seng Composite Index,Inclusion,9890,9890.HK,ZX Inc.
3/4/24,Hang Seng Composite Index,Removal,3877,3877.HK,"CSSC (Hong Kong) Shipping Co., Ltd."
3/4/24,Hang Seng Composite Index,Removal,6610,6610.HK,Flowing Cloud Technology Ltd
3/4/24,Hang Seng Composite Index,Removal,6878,6878.HK,Differ Group Auto Ltd.
3/4/24,Hang Seng Composite Index,Removal,6929,6929.HK,OrbusNeich Medical Group Holdings Ltd.
3/4/24,Hang Seng Composite Index,Removal,9930,9930.HK,Horizon Construction Development Ltd.
3/4/24,Hang Seng Composite Index,Removal,9939,9939.HK,Kintor Pharmaceutical Ltd. - B
3/4/24,Hang Seng Composite Index,Removal,9985,9985.HK,WEILONG Delicious Global Holdings Ltd.
3/4/24,Hang Seng Hong Kong-Listed Biotech Index,Inclusion,1513,1513.HK,Livzon Pharmaceutical Group Inc. - H Shares
3/4/24,Hang Seng Hong Kong-Listed Biotech Index,Inclusion,2268,2268.HK,WuXi XDC Cayman Inc.
3/4/24,Hang Seng Hong Kong-Listed Biotech Index,Removal,512,0512.HK,Grand Pharmaceutical Group Ltd.
3/4/24,Hang Seng Hong Kong-Listed Biotech Index,Removal,6185,6185.HK,CanSino Biologics Inc. - H Shares
3/4/24,Hang Seng Stock Connect China Enterprises Index,Inclusion,000333,000333.SZ,"Midea Group Co., Ltd."
3/4/24,Hang Seng Stock Connect China Enterprises Index,Inclusion,762,0762.HK,China Unicom (Hong Kong) Ltd.
3/4/24,Hang Seng Stock Connect China Enterprises Index,Removal,881,0881.HK,Zhongsheng Group Holdings Ltd.
3/4/24,Hang Seng Stock Connect China Enterprises Index,Removal,600438,600438.SH,"Tongwei Co., Ltd."
3/4/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,001323,001323.SZ,"De Rucci Healthy Sleep Co., Ltd."
3/4/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,1735,1735.HK,Central New Energy Holding Group Ltd.
3/4/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,1942,1942.HK,MOG Digitech Holdings Ltd.
3/4/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,301510,301510.SZ,"Googol Technology Co., Ltd."
3/4/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,6666,6666.HK,Evergrande Property Services Group Ltd.
3/4/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,688114,688114.SH,"Mgi Tech Co., Ltd."
3/4/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,688318,688318.SH,"Shenzhen Fortune Trend Technology Co., Ltd."
3/4/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,9880,9880.HK,UBTECH ROBOTICS CORP LTD - H Shares
3/4/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,9885,9885.HK,YSB Inc.
3/4/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,000078,000078.SZ,"Shenzhen Neptunus Bioengineering Co., Ltd."
3/4/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,000893,000893.SZ,"Asia-Potash International Investment (Guangzhou) Co., Ltd."
3/4/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,002163,002163.SZ,"Hainan Development Holdings Nanhai Co., Ltd."
3/4/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,002670,002670.SZ,Guosheng Financial Holding Inc.
3/4/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,336,0336.HK,Huabao International Holdings Ltd.
3/4/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,1686,1686.HK,SUNeVision Holdings Ltd.
3/4/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,2150,2150.HK,Nayuki Holdings Ltd.
3/4/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,300671,300671.SZ,"Fine Made Microelectronics Group Co., Ltd."
3/4/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,3319,3319.HK,"A-Living Smart City Services Co., Ltd. - H Shares"
3/4/24,Hang Seng TECH Index,Inclusion,780,0780.HK,Tongcheng Travel Holdings Ltd.
3/4/24,Hang Seng TECH Index,Removal,9698,9698.HK,GDS Holdings Ltd. - SW
6/11/24,Hang Seng China Enterprises Index,Inclusion,2899,2899.HK,"Zijin Mining Group Co., Ltd. - H Shares"
6/11/24,Hang Seng China Enterprises Index,Removal,968,0968.HK,Xinyi Solar Holdings Ltd.
6/11/24,Hang Seng Composite Index,Inclusion,2498,2498.HK,"RoboSense Technology Co., Ltd"
6/11/24,Hang Seng Hong Kong-Listed Biotech Index,Inclusion,6600,6600.HK,SciClone Pharmaceuticals (Holdings) Ltd.
6/11/24,Hang Seng Hong Kong-Listed Biotech Index,Inclusion,6855,6855.HK,Ascentage Pharma Group International - B
6/11/24,Hang Seng Hong Kong-Listed Biotech Index,Inclusion,6990,6990.HK,"Sichuan Kelun-Biotech Biopharmaceutical Co., Ltd. - B - H Shares"
6/11/24,Hang Seng Hong Kong-Listed Biotech Index,Removal,314,0314.HK,"Sipai Health Technology Co., Ltd."
6/11/24,Hang Seng Hong Kong-Listed Biotech Index,Removal,9886,9886.HK,Dingdang Health Technology Group Ltd.
6/11/24,Hang Seng Hong Kong-Listed Biotech Index,Removal,9997,9997.HK,Kangji Medical Holdings Ltd.
6/11/24,Hang Seng Index,Inclusion,285,0285.HK,BYD Electronic International Co. Ltd.
6/11/24,Hang Seng Index,Removal,6098,6098.HK,Country Garden Services Holdings Co. Ltd.
6/11/24,Hang Seng Stock Connect China Enterprises Index,Inclusion,2899,2899.HK,"Zijin Mining Group Co., Ltd. - H Shares"
6/11/24,Hang Seng Stock Connect China Enterprises Index,Inclusion,601319,601319.SH,The People's Insurance Company (Group) of China Limited
6/11/24,Hang Seng Stock Connect China Enterprises Index,Inclusion,601998,601998.SH,China Citic Bank Corporation Limited
6/11/24,Hang Seng Stock Connect China Enterprises Index,Removal,968,0968.HK,Xinyi Solar Holdings Ltd.
6/11/24,Hang Seng Stock Connect China Enterprises Index,Removal,601633,601633.SH,"Great Wall Motor Co., Ltd."
6/11/24,Hang Seng Stock Connect China Enterprises Index,Removal,601899,601899.SH,"Zijin Mining Group Co., Ltd."
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,00002 ^,00002.HK,CHINA VANKE
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,00019 ^,00019.HK,BAOSTEEL
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,00021,00021.HK,KAIFA
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,00026 ^,00026.HK,COSCO SHIP ENGY
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,00028 ^,00028.HK,SINOPEC CORP
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,00030,00030.HK,CITIC SEC
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,00035,00035.HK,CHINA TIANYING
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,00036,00036.HK,CM BANK
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,00039,00039.HK,CIMC
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,00050,00050.HK,TIANMA
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,00050 ^,00050.HK,CHINA UNICOM
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,00062,00062.HK,CR DOUBLE-CRANE
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,00063 ^,00063.HK,ZTE
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,00066,00066.HK,CGT GROUP
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,00089,00089.HK,TBEA
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,00100 ^,00100.HK,TCL TECH.
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,00153,00153.HK,C&D INC.
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,00183,00183.HK,SYTECH
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,00196 ^,00196.HK,FOSUN PHARMA
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,00274 ^,00274.HK,SUNGROW POWER SUPPLY
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,00282,00282.HK,NISCO
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,00323,00323.HK,GRANDBLUE ENV
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,00338,00338.HK,WEICHAI POWER
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,00377,00377.HK,JIANGSU EXPRESS
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,00406,00406.HK,NARI-TECH
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,00513,00513.HK,LIVZON PHARMA
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,00600 ^,00600.HK,TSINGTAO BREW
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,00725 ^,00725.HK,BOE
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,00728,00728.HK,GUOYUAN SECURITIES
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,00750 ^,00750.HK,CATL
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,00776,00776.HK,GF SEC
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,00803 ^,00803.HK,ENN-EC
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,00837 ^,00837.HK,HAITONG SEC
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,00898,00898.HK,ANGANG STEEL
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,00921,00921.HK,HISENSE HA
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,00941 ^,00941.HK,CHINA MOBILE
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,00958 ^,00958.HK,DFZQ
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,01138 ^,01138.HK,FOXCONN INDUSTRIAL IN
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,01238 ^,01238.HK,GAC GROUP
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,01289,01289.HK,CHINA LONGYUAN
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,01318 ^,01318.HK,PING AN
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,01727 ^,01727.HK,SH ELECTRIC
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,01808 ^,01808.HK,CHINA OILFIELD
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,01818 ^,01818.HK,CEB BANK
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,01877 ^,01877.HK,CHINT ELECTRICS
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,01899 ^,01899.HK,ZIJIN MINING
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,01919 ^,01919.HK,COSCO SHIP HOLD
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,01979,01979.HK,CMSK
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,01988 ^,01988.HK,BANK OF CHINA
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,02078,02078.HK,SUN PAPER
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,02179,02179.HK,JONHON
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,02202,02202.HK,GOLDWIND
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,02230,02230.HK,IFLYTEK
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,02241,02241.HK,GOERTEK
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,02340,02340.HK,GEM
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,02371,02371.HK,NAURA
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,02460 ^,02460.HK,GANFENGLITHIUM
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,02493,02493.HK,RSPC
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,02531,02531.HK,TITAN
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,02594 ^,02594.HK,BYD COMPANY
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,02601 ^,02601.HK,LBG
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,02714,02714.HK,MUYUAN
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,02815,02815.HK,SUNTAK
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,02916,02916.HK,SCC
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,03816,03816.HK,CGN POWER
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,6,88981 ^,88981.HK,SMIC
9/9/24,Hang Seng (China A) Corporate Sustainability Benchmark Index,Add,00567,00567.HK,SHANYING INTERNATION
