date,index,change_type,ticker,ticker_normalized,company
6/7/21,Hang Seng Composite Index,Inclusion,2518,2518.HK,Autohome Inc. - S
6/7/21,Hang Seng Composite Index,Inclusion,6606,6606.HK,New Horizon Health Limited - B
6/7/21,Hang Seng Index,Inclusion,968,0968.HK,Xinyi Solar Holdings Limited
6/7/21,Hang Seng Index,Inclusion,1211,1211.HK,BYD Company Limited - H shares
6/7/21,Hang Seng Index,Inclusion,6098,6098.HK,Country Garden Services Holdings Company Limited
6/7/21,Hang Seng TECH Index,Inclusion,2518,2518.HK,Autohome Inc. - S
6/7/21,Hang Seng TECH Index,Inclusion,9626,9626.HK,Bilibili Inc. - SW
6/7/21,Hang Seng TECH Index,Removal,763,0763.HK,ZTE Corporation - H shares
6/7/21,Hang Seng TECH Index,Removal,6088,6088.HK,Fit Hon Teng Limited
6/7/21,Hang Seng TECH Index,Removal,9990,9990.HK,Archosaur Games Inc.
9/6/21,Hang Seng (China A) Corporate Sustainability Index,Inclusion,1979,001979.SZ,"China Merchants Shekou Industrial Zone Holdings Co., Ltd."
9/6/21,Hang Seng (China A) Corporate Sustainability Index,Inclusion,2460,002460.SZ,"Ganfeng Lithium Co., Ltd."
9/6/21,Hang Seng (China A) Corporate Sustainability Index,Inclusion,2601,002601.SZ,"LB Group Co., Ltd."
9/6/21,Hang Seng (China A) Corporate Sustainability Index,Inclusion,300274,300274.SZ,"Sungrow Power Supply Co., Ltd."
9/6/21,Hang Seng (China A) Corporate Sustainability Index,Inclusion,600588,600588.SH,"Yonyou Network Technology Co., Ltd."
9/6/21,Hang Seng (China A) Corporate Sustainability Index,Inclusion,600837,600837.SH,"Haitong Securities Co., Ltd."
9/6/21,Hang Seng (China A) Corporate Sustainability Index,Inclusion,600958,600958.SH,"Orient Securities Co., Ltd."
9/6/21,Hang Seng (China A) Corporate Sustainability Index,Inclusion,601088,601088.SH,"China Shenhua Energy Co., Ltd."
9/6/21,Hang Seng (China A) Corporate Sustainability Index,Removal,300124,300124.SZ,"Shenzhen Inovance Technology Co., Ltd."
9/6/21,Hang Seng (China A) Corporate Sustainability Index,Removal,600183,600183.SH,"Shengyi Technology Co., Ltd."
9/6/21,Hang Seng (China A) Corporate Sustainability Index,Removal,600377,600377.SH,Jiangsu Expressway Company Ltd.*
9/6/21,Hang Seng (China A) Corporate Sustainability Index,Removal,600690,600690.SH,"Haier Smart Home Co., Ltd."
9/6/21,Hang Seng (China A) Corporate Sustainability Index,Removal,601727,601727.SH,"Shanghai Electric Group Co., Ltd."
9/6/21,Hang Seng (China A) Corporate Sustainability Index,Removal,601808,601808.SH,China Oilfield Services Ltd.*
9/6/21,Hang Seng (China A) Corporate Sustainability Index,Removal,601988,601988.SH,Bank of China Ltd.
9/6/21,Hang Seng (China A) Corporate Sustainability Index,Removal,603019,603019.SH,"Dawning Information Industry Co., Ltd."
9/6/21,Hang Seng China 50 Index,Inclusion,2714,002714.SZ,"Muyuan Foods Co., Ltd."
9/6/21,Hang Seng China 50 Index,Inclusion,1024,1024.HK,Kuaishou Technology - W
9/6/21,Hang Seng China 50 Index,Inclusion,1211,1211.HK,"BYD Co., Ltd."
9/6/21,Hang Seng China 50 Index,Inclusion,601012,601012.SH,"Longi Green Energy Technology Co., Ltd."
9/6/21,Hang Seng China 50 Index,Inclusion,6618,6618.HK,JD Health International Inc.
9/6/21,Hang Seng China 50 Index,Inclusion,9888,9888.HK,"Baidu, Inc. - SW"
9/6/21,Hang Seng China 50 Index,Removal,688,0688.HK,China Overseas Land & Investment Ltd.
9/6/21,Hang Seng China 50 Index,Removal,788,0788.HK,China Tower Corporation Ltd.
9/6/21,Hang Seng China 50 Index,Removal,998,0998.HK,China CITIC Bank Corporation Ltd.
9/6/21,Hang Seng China 50 Index,Removal,1339,1339.HK,"The People's Insurance Co., (Group) of China Ltd."
9/6/21,Hang Seng China 50 Index,Removal,1988,1988.HK,"China Minsheng Banking Corp., Ltd."
9/6/21,Hang Seng China 50 Index,Removal,600104,600104.SH,SAIC Motor Corporation Ltd.
9/6/21,Hang Seng China A Industry Top Index,Inclusion,63,000063.SZ,ZTE Corporation
9/6/21,Hang Seng China A Industry Top Index,Inclusion,2475,002475.SZ,"Luxshare Precision Industry Co., Ltd."
9/6/21,Hang Seng China A Industry Top Index,Inclusion,300999,300999.SZ,"Yihai Kerry Arawana Holdings Co., Ltd."
9/6/21,Hang Seng China A Industry Top Index,Inclusion,600690,600690.SH,"Haier Smart Home Co., Ltd."
9/6/21,Hang Seng China A Industry Top Index,Inclusion,600905,600905.SH,"China Three Gorges Renewables (Group) Co., Ltd."
9/6/21,Hang Seng China A Industry Top Index,Inclusion,601808,601808.SH,China Oilfield Services Ltd.
9/6/21,Hang Seng China A Industry Top Index,Inclusion,601888,601888.SH,China Tourism Group Duty Free Corporation Ltd.
9/6/21,Hang Seng China A Industry Top Index,Inclusion,601919,601919.SH,"COSCO SHIPPING Holdings Co., Ltd."
9/6/21,Hang Seng China A Industry Top Index,Inclusion,603501,603501.SH,"Will Semiconductor Co., Ltd."
9/6/21,Hang Seng China A Industry Top Index,Inclusion,688981,688981.SH,Semiconductor Manufacturing International Corporation
9/6/21,Hang Seng China A Industry Top Index,Removal,725,000725.SZ,"BOE Technology Group Co., Ltd."
9/6/21,Hang Seng China A Industry Top Index,Removal,2024,002024.SZ,"Suning.Com Co., Ltd."
9/6/21,Hang Seng China A Industry Top Index,Removal,2304,002304.SZ,"Jiangsu Yanghe Brewery Joint-Stock Co., Ltd."
9/6/21,Hang Seng China A Industry Top Index,Removal,600018,600018.SH,"Shanghai International Port (Group) Co., Ltd."
9/6/21,Hang Seng China A Industry Top Index,Removal,600188,600188.SH,"Yanzhou Coal Mining Co., Ltd."
9/6/21,Hang Seng China A Industry Top Index,Removal,600606,600606.SH,Greenland Holdings Corporation Ltd.
9/6/21,Hang Seng China A Industry Top Index,Removal,600703,600703.SH,"Sanan Optoelectronics Co., Ltd."
9/6/21,Hang Seng China A Industry Top Index,Removal,600795,600795.SH,"GD Power Development Co., Ltd."
9/6/21,Hang Seng China A Industry Top Index,Removal,601006,601006.SH,"Daqin Railway Co., Ltd."
9/6/21,Hang Seng China A Industry Top Index,Removal,601360,601360.SH,360 Security Technology Inc.
9/6/21,Hang Seng China A Industry Top Index,Removal,601816,601816.SH,"Beijing-Shanghai High Speed Railway Co., Ltd."
9/6/21,Hang Seng China A Top 100 Index,Inclusion,63,000063.SZ,ZTE Corporation
9/6/21,Hang Seng China A Top 100 Index,Inclusion,2493,002493.SZ,"Rongsheng Petrochemical Co., Ltd."
9/6/21,Hang Seng China A Top 100 Index,Inclusion,2714,002714.SZ,"Muyuan Foods Co., Ltd."
9/6/21,Hang Seng China A Top 100 Index,Inclusion,300760,300760.SZ,"Shenzhen Mindray Bio-Medical Electronics Co., Ltd."
9/6/21,Hang Seng China A Top 100 Index,Inclusion,300999,300999.SZ,"Yihai Kerry Arawana Holdings Co., Ltd."
9/6/21,Hang Seng China A Top 100 Index,Inclusion,601012,601012.SH,"Longi Green Energy Technology Co., Ltd."
9/6/21,Hang Seng China A Top 100 Index,Inclusion,601066,601066.SH,"China Securities Co., Ltd."
9/6/21,Hang Seng China A Top 100 Index,Inclusion,601919,601919.SH,"COSCO SHIPPING Holdings Co., Ltd."
9/6/21,Hang Seng China A Top 100 Index,Removal,600029,600029.SH,"China Southern Airlines Co., Ltd."
9/6/21,Hang Seng China A Top 100 Index,Removal,600115,600115.SH,China Eastern Airlines Corporation Ltd.
9/6/21,Hang Seng China A Top 100 Index,Removal,600188,600188.SH,"Yanzhou Coal Mining Co., Ltd."
9/6/21,Hang Seng China A Top 100 Index,Removal,600340,600340.SH,"China Fortune Land Development Co., Ltd."
9/6/21,Hang Seng China A Top 100 Index,Removal,600383,600383.SH,Gemdale Corporation
9/6/21,Hang Seng China A Top 100 Index,Removal,600886,600886.SH,"SDIC Power Holdings Co., Ltd."
9/6/21,Hang Seng China A Top 100 Index,Removal,601111,601111.SH,Air China Ltd.
9/6/21,Hang Seng China A Top 100 Index,Removal,601607,601607.SH,"Shanghai Pharmaceuticals Holding Co., Ltd."
9/6/21,Hang Seng China Enterprises Index,Inclusion,2331,2331.HK,"Li Ning Co., Ltd."
9/6/21,Hang Seng China Enterprises Index,Inclusion,2618,2618.HK,"JD Logistics, Inc."
9/6/21,Hang Seng China Enterprises Index,Removal,813,0813.HK,Shimao Group Holdings Ltd.
9/6/21,Hang Seng China Enterprises Index,Removal,914,0914.HK,"Anhui Conch Cement Co., Ltd."
9/6/21,Hang Seng Composite Index,Inclusion,13,0013.HK,HUTCHMED (China) Ltd.
9/6/21,Hang Seng Composite Index,Inclusion,43,0043.HK,"C. P. Pokphand Co., Ltd."
9/6/21,Hang Seng Composite Index,Inclusion,1137,1137.HK,"Hong Kong Technology Venture Co., Ltd."
9/6/21,Hang Seng Composite Index,Inclusion,2150,2150.HK,Nayuki Holdings Ltd.
9/6/21,Hang Seng Composite Index,Inclusion,2171,2171.HK,CARsgen Therapeutics Holdings Ltd. - B
9/6/21,Hang Seng Composite Index,Inclusion,2362,2362.HK,"Jinchuan Group International Resources Co., Ltd."
9/6/21,Hang Seng Composite Index,Inclusion,2616,2616.HK,CStone Pharmaceuticals - B
9/6/21,Hang Seng Composite Index,Inclusion,3738,3738.HK,Vobile Group Ltd.
9/6/21,Hang Seng Composite Index,Inclusion,6600,6600.HK,SciClone Pharmaceuticals (Holdings) Ltd.
9/6/21,Hang Seng Composite Index,Inclusion,6601,6601.HK,Cheerwin Group Ltd.
9/6/21,Hang Seng Composite Index,Inclusion,6608,6608.HK,Bairong Inc. - W
9/6/21,Hang Seng Composite Index,Inclusion,6699,6699.HK,Angelalign Technology Inc.
9/6/21,Hang Seng Composite Index,Inclusion,6865,6865.HK,"Flat Glass Group Co., Ltd. - H Shares"
9/6/21,Hang Seng Composite Index,Inclusion,9858,9858.HK,China Youran Dairy Group Ltd.
9/6/21,Hang Seng Composite Index,Inclusion,9939,9939.HK,Kintor Pharmaceutical Ltd. - B
9/6/21,Hang Seng Composite Index,Inclusion,9959,9959.HK,Linklogis Inc. - W
9/6/21,Hang Seng Composite Index,Inclusion,9961,9961.HK,Trip.com Group Ltd. - S
9/6/21,Hang Seng Composite Index,Removal,315,0315.HK,SmarTone Telecommunications Holdings Ltd.
9/6/21,Hang Seng Composite Index,Removal,548,0548.HK,"Shenzhen Expressway Co., Ltd. - H Shares"
9/6/21,Hang Seng Composite Index,Removal,874,0874.HK,"Guangzhou Baiyunshan Pharmaceutical Holdings Co., Ltd.- H
Shares"
9/6/21,Hang Seng Composite Index,Removal,978,0978.HK,China Merchants Land Ltd.
9/6/21,Hang Seng Composite Index,Removal,1119,1119.HK,iDreamSky Technology Holdings Ltd.
9/6/21,Hang Seng Composite Index,Removal,1138,1138.HK,"COSCO SHIPPING Energy Transportation Co., Ltd. - H Shares"
9/6/21,Hang Seng Composite Index,Removal,1383,1383.HK,Suncity Group Holdings Ltd.
9/6/21,Hang Seng Composite Index,Removal,1508,1508.HK,China Reinsurance (Group) Corporation - H Shares
9/6/21,Hang Seng Composite Index,Removal,1558,1558.HK,"YiChang HEC ChangJiang Pharmaceutical Co., Ltd. - H Shares"
9/6/21,Hang Seng Composite Index,Removal,1569,1569.HK,"Minsheng Education Group Co., Ltd."
9/6/21,Hang Seng Composite Index,Removal,1778,1778.HK,"Colour Life Services Group Co., Ltd."
9/6/21,Hang Seng Composite Index,Removal,1817,1817.HK,Mulsanne Group Holding Ltd.
9/6/21,Hang Seng Composite Index,Removal,1848,1848.HK,China Aircraft Leasing Group Holdings Ltd.
9/6/21,Hang Seng Composite Index,Removal,2329,2329.HK,Guorui Properties Ltd.
9/6/21,Hang Seng Composite Index,Removal,2386,2386.HK,"SINOPEC Engineering (Group) Co., Ltd. - H Shares"
9/6/21,Hang Seng Composite Index,Removal,2768,2768.HK,Jiayuan International Group Ltd.
9/6/21,Hang Seng Composite Index,Removal,2877,2877.HK,China Shineway Pharmaceutical Group Ltd.
9/6/21,Hang Seng Composite Index,Removal,3836,3836.HK,China Harmony Auto Holding Ltd.
9/6/21,Hang Seng Composite Index,Removal,3958,3958.HK,DFZQ - H Shares
9/6/21,Hang Seng Composite Index,Removal,6166,6166.HK,"China VAST Industrial Urban Development Co., Ltd."
9/6/21,Hang Seng Composite Index,Removal,6806,6806.HK,"Shenwan Hongyuan Group Co., Ltd. - H Shares"
9/6/21,Hang Seng Composite Index,Removal,6869,6869.HK,"Yangtze Optical Fibre and Cable Joint Stock Ltd. Co., - H Shares"
9/6/21,Hang Seng Corporate Sustainability Index,Inclusion,66,0066.HK,MTR Corporation Ltd.
9/6/21,Hang Seng Corporate Sustainability Index,Inclusion,288,0288.HK,WH Group Ltd.
9/6/21,Hang Seng Corporate Sustainability Index,Inclusion,941,0941.HK,China Mobile Ltd.
9/6/21,Hang Seng Corporate Sustainability Index,Inclusion,1109,1109.HK,China Resources Land Ltd.
9/6/21,Hang Seng Corporate Sustainability Index,Inclusion,1347,1347.HK,Hua Hong Semiconductor Ltd.
9/6/21,Hang Seng Corporate Sustainability Index,Inclusion,1929,1929.HK,Chow Tai Fook Jewellery Group Ltd.
9/6/21,Hang Seng Corporate Sustainability Index,Inclusion,2382,2382.HK,Sunny Optical Technology (Group) Company Ltd.
9/6/21,Hang Seng Corporate Sustainability Index,Removal,8,0008.HK,PCCW Ltd.*
9/6/21,Hang Seng Corporate Sustainability Index,Removal,19,0019.HK,Swire Pacific Ltd.*
9/6/21,Hang Seng Corporate Sustainability Index,Removal,257,0257.HK,China Everbright Environment Group Ltd.*
9/6/21,Hang Seng Corporate Sustainability Index,Removal,293,0293.HK,Cathay Pacific Airways Ltd.*
9/6/21,Hang Seng Corporate Sustainability Index,Removal,345,0345.HK,Vitasoy International Holdings Ltd.*
9/6/21,Hang Seng Corporate Sustainability Index,Removal,659,0659.HK,NWS Holdings Ltd.*
9/6/21,Hang Seng Corporate Sustainability Index,Removal,683,0683.HK,Kerry Properties Ltd.*
9/6/21,Hang Seng ESG 50 Index,Inclusion,66,0066.HK,MTR Corporation Ltd.
9/6/21,Hang Seng ESG 50 Index,Inclusion,175,0175.HK,Geely Automobile Holdings Ltd.
9/6/21,Hang Seng ESG 50 Index,Inclusion,656,0656.HK,Fosun International Ltd.
9/6/21,Hang Seng ESG 50 Index,Inclusion,669,0669.HK,"Techtronic Industries Co., Ltd."
9/6/21,Hang Seng ESG 50 Index,Inclusion,884,0884.HK,"CIFI Holdings (Group) Co., Ltd."
9/6/21,Hang Seng ESG 50 Index,Inclusion,1113,1113.HK,CK Asset Holdings Ltd.
9/6/21,Hang Seng ESG 50 Index,Inclusion,1347,1347.HK,Hua Hong Semiconductor Ltd.
9/6/21,Hang Seng ESG 50 Index,Inclusion,2382,2382.HK,"Sunny Optical Technology (Group) Co., Ltd."
9/6/21,Hang Seng ESG 50 Index,Inclusion,2689,2689.HK,Nine Dragons Paper (Holdings) Ltd.
9/6/21,Hang Seng ESG 50 Index,Inclusion,3380,3380.HK,Logan Group Company Ltd.
9/6/21,Hang Seng ESG 50 Index,Inclusion,6098,6098.HK,"Country Garden Services Holdings Co., Ltd."
9/6/21,Hang Seng ESG 50 Index,Removal,10,0010.HK,Hang Lung Group Ltd.*
9/6/21,Hang Seng ESG 50 Index,Removal,14,0014.HK,"Hysan Development Co., Ltd.*"
9/6/21,Hang Seng ESG 50 Index,Removal,69,0069.HK,Shangri-La Asia Ltd.*
9/6/21,Hang Seng ESG 50 Index,Removal,148,0148.HK,Kingboard Holdings Ltd.
9/6/21,Hang Seng ESG 50 Index,Removal,257,0257.HK,China Everbright Environment Group Ltd.*
9/6/21,Hang Seng ESG 50 Index,Removal,345,0345.HK,Vitasoy International Holdings Ltd.*
9/6/21,Hang Seng ESG 50 Index,Removal,384,0384.HK,China Gas Holdings Ltd.
9/6/21,Hang Seng ESG 50 Index,Removal,659,0659.HK,NWS Holdings Ltd.*
9/6/21,Hang Seng ESG 50 Index,Removal,683,0683.HK,Kerry Properties Ltd.*
9/6/21,Hang Seng ESG 50 Index,Removal,2778,2778.HK,Champion Real Estate Investment Trust*
9/6/21,Hang Seng ESG 50 Index,Removal,3311,3311.HK,China State Construction International Holdings Ltd.*
9/6/21,Hang Seng Index,Inclusion,868,0868.HK,XinYi Glass Holdings Ltd.
9/6/21,Hang Seng Index,Inclusion,2331,2331.HK,"Li Ning Co., Ltd."
9/6/21,Hang Seng Index,Inclusion,3968,3968.HK,"China Merchants Bank Co., Ltd. - H Shares"
9/6/21,Hang Seng Index,Removal,3328,3328.HK,"Bank of Communications Co., Ltd. - H shares"
9/6/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,2,0002.HK,CLP Holdings Ltd.
9/6/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,539,000539.SZ,"Guangdong Electric Power Development Co., Ltd"
9/6/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,13,0013.HK,HUTCHMED (China) Ltd.
9/6/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,2163,002163.SZ,"Hainan Development Holdings Nanhai Co., Ltd."
9/6/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,2240,002240.SZ,"Shenzhen Chengxin Lithium Group Co., Ltd."
9/6/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,3012,003012.SZ,"Guangdong Dongpeng Holdings Co., Ltd."
9/6/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,69,0069.HK,Shangri-La Asia Ltd.
9/6/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,522,0522.HK,ASM Pacific Technology Ltd.
9/6/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,551,0551.HK,Yue Yuen Industrial (Holdings) Ltd.
9/6/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,2150,2150.HK,Nayuki Holdings Ltd.
9/6/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,300083,300083.SZ,"Guangdong Create Century Intelligent Equipment
Group Corporation Ltd."
9/6/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,300832,300832.SZ,"Shenzhen New Industries Biomedical Engineering
Co., Ltd."
9/6/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,300888,300888.SZ,"Winner Medical Co., Ltd."
9/6/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,6969,6969.HK,Smoore International Holdings Ltd.
9/6/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,25,000025.SZ,"Shenzhen Tellus Holding Co., Ltd."
9/6/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,70,000070.SZ,"Shenzhen SDG Information Co., Ltd."
9/6/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,2292,002292.SZ,Alpha Group
9/6/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,2421,002421.SZ,"Shenzhen Das Intellitech Co., Ltd."
9/6/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,2503,002503.SZ,"Souyute Group Co., Ltd."
9/6/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,2600,002600.SZ,"Lingyi Itech (Guangdong) Co.,"
9/6/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,895,0895.HK,"Dongjiang Environmental Co., Ltd."
9/6/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,1052,1052.HK,Yuexiu Transport Infrastructure Ltd.
9/6/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,1558,1558.HK,"YiChang HEC ChangJiang Pharmaceutical Co., Ltd."
9/6/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,1908,1908.HK,C&D International Investment Group Ltd.
9/6/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,300377,300377.SZ,"Shenzhen Ysstech Info-Tech Co., Ltd"
9/6/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,300676,300676.SZ,"Bgi Genomics Co., Ltd."
9/6/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,3613,3613.HK,"Beijing Tong Ren Tang Chinese Medicine Co., Ltd."
9/6/21,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,6055,6055.HK,"China Tobacco International (HK) Co., Ltd."
9/6/21,Hang Seng TECH Index,Inclusion,9961,9961.HK,Trip.com Group Ltd. - S
9/6/21,Hang Seng TECH Index,Removal,1797,1797.HK,Koolearn Technology Holding Ltd.
12/6/21,Hang Seng China Enterprises Index,Inclusion,1801,1801.HK,"Innovent Biologics, Inc."
12/6/21,Hang Seng China Enterprises Index,Removal,3333,3333.HK,China Evergrande Group
12/6/21,Hang Seng Composite Index,Inclusion,2137,2137.HK,Brii Biosciences Ltd. – B
12/6/21,Hang Seng Composite Index,Inclusion,2192,2192.HK,"Medlive Technology Co., Ltd."
12/6/21,Hang Seng Composite Index,Inclusion,9869,9869.HK,"Helens International Holdings Co., Ltd."
12/6/21,Hang Seng Index,Inclusion,291,0291.HK,"China Resources Beer (Holdings) Co., Ltd."
12/6/21,Hang Seng Index,Inclusion,2688,2688.HK,ENN Energy Holdings Ltd.
12/6/21,Hang Seng Index,Inclusion,9618,9618.HK,"JD.com, Inc. – SW"
12/6/21,Hang Seng Index,Inclusion,9999,9999.HK,"Netease, Inc. – S"
6/13/22,Hang Seng China Enterprises Index,Inclusion,992,0992.HK,Lenovo Group Ltd.
6/13/22,Hang Seng China Enterprises Index,Removal,3692,3692.HK,Hansoh Pharmaceutical Group Co. Ltd.
6/13/22,Hang Seng Composite Index,Inclusion,9866,9866.HK,NIO INC. - SW
6/13/22,Hang Seng Index,Inclusion,316,0316.HK,Orient Overseas (International) Ltd.
6/13/22,Hang Seng Index,Inclusion,881,0881.HK,Zhongsheng Group Holdings Ltd.
6/13/22,Hang Seng Index,Inclusion,981,0981.HK,Semiconductor Manufacturing International Corporation
