ticker_yf,date,index,change_type,days_since_prev_event
000001.SZ,2018-09-10,Hang Seng (China A) Corporate Sustainability Benchmark Index,Exclusion,
000001.SZ,2018-09-10,Hang Seng (China A) Corporate Sustainability Index,Exclusion,0.0
000001.SZ,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,364.0
000002.SZ,2018-09-10,Hang Seng (China A) Corporate Sustainability Index,Inclusion,
000008.SZ,2020-03-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,
000009.SZ,2017-09-04,Hang Seng China A Industry Top Index,Exclusion,
000021.SZ,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
000025.SZ,2021-09-06,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,
000035.SZ,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
000036.SZ,2020-03-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,
000039.SZ,2017-03-06,Hang Seng China AH Index Series,Exclusion,
000039.SZ,2017-09-04,Hang Seng China A Top 100 Index,Exclusion,182.0
000039.SZ,2017-09-04,Hang Seng China AH Index Series,Inclusion,0.0
000039.SZ,2017-09-04,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,0.0
000039.SZ,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,735.0
000046.SZ,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
000050.SZ,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
000060.SZ,2024-09-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,
000063.SZ,2017-09-04,Hang Seng China A Industry Top Index,Exclusion,
000063.SZ,2017-09-04,Hang Seng China A Top 100 Index,Exclusion,0.0
000063.SZ,2018-09-10,Hang Seng (China A) Corporate Sustainability Benchmark Index,Exclusion,371.0
000063.SZ,2018-09-10,Hang Seng (China A) Corporate Sustainability Index,Exclusion,0.0
000063.SZ,2018-09-10,Hang Seng China A Industry Top Index,Inclusion,0.0
000063.SZ,2018-09-10,Hang Seng China A Top 100 Index,Inclusion,0.0
000063.SZ,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,364.0
000063.SZ,2019-09-09,Hang Seng (China A) Corporate Sustainability Index,Inclusion,0.0
000063.SZ,2019-09-09,Hang Seng China A Industry Top Index,Exclusion,0.0
000063.SZ,2019-09-09,Hang Seng China A Top 100 Index,Exclusion,0.0
000063.SZ,2021-09-06,Hang Seng China A Industry Top Index,Inclusion,728.0
000063.SZ,2021-09-06,Hang Seng China A Top 100 Index,Inclusion,0.0
000066.SZ,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
000069.SZ,2017-09-04,Hang Seng China A Industry Top Index,Exclusion,
000070.SZ,2021-09-06,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,
000078.SZ,2024-03-04,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,
000100.SZ,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
000100.SZ,2019-09-09,Hang Seng (China A) Corporate Sustainability Index,Inclusion,0.0
000157.SZ,2016-09-05,Hang Seng China A Top 100 Index,Exclusion,
000157.SZ,2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,917.0
000157.SZ,2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,182.0
000166.SZ,2018-03-05,Hang Seng China 50 Index,Exclusion,
000166.SZ,2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,553.0
0002.HK,2021-09-06,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,
000333.SZ,2017-03-06,Hang Seng China 50 Index,Inclusion,
000333.SZ,2024-03-04,Hang Seng Stock Connect China Enterprises Index,Inclusion,2555.0
000338.SZ,2019-09-09,Hang Seng China A Industry Top Index,Inclusion,
000338.SZ,2020-09-07,Hang Seng China A Industry Top Index,Removal,364.0
0004.HK,2018-03-05,Hang Seng Index,Exclusion,
000488.SZ,2017-09-04,Hang Seng China AH Index Series,Inclusion,
000488.SZ,2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,553.0
000513.SZ,2018-03-05,Hang Seng China AH Index Series,Inclusion,
000513.SZ,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,553.0
000528.SZ,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
000538.SZ,2019-09-09,Hang Seng China A Industry Top Index,Inclusion,
000539.SZ,2021-09-06,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,
000540.SZ,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
000546.SZ,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
000555.SZ,2020-03-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,
000568.SZ,2024-09-09,Hang Seng China A Industry Top Index,Inclusion,
000568.SZ,2026-03-09,Hang Seng HKEX Stock Connect China Enterprises Index,Removal,546.0
000625.SZ,2019-09-09,Hang Seng China A Top 100 Index,Exclusion,
000725.SZ,2021-09-06,Hang Seng China A Industry Top Index,Removal,
000776.SZ,2016-03-14,Hang Seng China 50 Index,Inclusion,
000776.SZ,2018-03-05,Hang Seng China 50 Index,Exclusion,721.0
000776.SZ,2024-09-09,Hang Seng (China A) Corporate Sustainability Index,Removal,2380.0
0008.HK,2020-09-07,Hang Seng Corporate Sustainability Index,Inclusion,
0008.HK,2021-09-06,Hang Seng Corporate Sustainability Index,Removal,364.0
0008.HK,2024-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,1099.0
0008.HK,2024-09-09,Hang Seng Corporate Sustainability Index,Inclusion,0.0
000825.SZ,2017-09-04,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,
000825.SZ,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,735.0
000825.SZ,2019-09-09,Hang Seng (China A) Corporate Sustainability Index,Inclusion,0.0
000825.SZ,2020-09-07,Hang Seng (China A) Corporate Sustainability Index,Removal,364.0
000839.SZ,2016-09-05,Hang Seng China A Industry Top Index,Exclusion,
000858.SZ,2017-09-04,Hang Seng China 50 Index,Inclusion,
000858.SZ,2018-09-10,Hang Seng China A Industry Top Index,Inclusion,371.0
000876.SZ,2018-09-10,Hang Seng China A Top 100 Index,Exclusion,
000893.SZ,2024-03-04,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,
000893.SZ,2024-09-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,189.0
000898.SZ,2018-09-10,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
000921.SZ,2017-09-04,Hang Seng China AH Index Series,Inclusion,
000921.SZ,2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,553.0
000921.SZ,2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,182.0
000967.SZ,2020-03-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,
000997.SZ,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
0010.HK,2016-03-14,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
0010.HK,2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,910.0
0010.HK,2021-09-06,Hang Seng ESG 50 Index,Removal,1092.0
0010.HK,2024-09-09,Hang Seng Composite Index,Inclusion,1099.0
0010.HK,2024-09-09,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,0.0
0013.HK,2021-09-06,Hang Seng Composite Index,Inclusion,
0013.HK,2021-09-06,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,0.0
001323.SZ,2024-03-04,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,
0014.HK,2020-09-07,Hang Seng Corporate Sustainability Index,Removal,
0014.HK,2021-09-06,Hang Seng ESG 50 Index,Removal,364.0
0016.HK,2024-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
0017.HK,2024-09-09,Hang Seng Corporate Sustainability Index,Removal,
0017.HK,2024-12-09,Hang Seng Index,Removal,91.0
0019.HK,2020-12-07,Hang Seng Index,Removal,
0019.HK,2021-09-06,Hang Seng Corporate Sustainability Index,Removal,273.0
001979.SZ,2016-09-05,Hang Seng China A Top 100 Index,Inclusion,
001979.SZ,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,1099.0
001979.SZ,2021-09-06,Hang Seng (China A) Corporate Sustainability Index,Inclusion,728.0
0020.HK,2017-09-04,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,
0020.HK,2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,371.0
0020.HK,2019-09-09,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,364.0
0020.HK,2024-09-09,Hang Seng China Enterprises Index,Removal,1827.0
0020.HK,2024-09-09,Hang Seng Stock Connect China Enterprises Index,Removal,0.0
002016.SZ,2020-03-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,
002024.SZ,2018-09-10,Hang Seng (China A) Corporate Sustainability Benchmark Index,Exclusion,
002024.SZ,2021-09-06,Hang Seng China A Industry Top Index,Removal,1092.0
002027.SZ,2017-09-04,Hang Seng China A Industry Top Index,Inclusion,
002027.SZ,2019-09-09,Hang Seng China A Industry Top Index,Exclusion,735.0
002047.SZ,2021-03-15,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,
002078.SZ,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
002163.SZ,2021-09-06,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,
002163.SZ,2024-03-04,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,910.0
002168.SZ,2020-09-07,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,
002179.SZ,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
002179.SZ,2024-09-09,Hang Seng (China A) Corporate Sustainability Index,Removal,1827.0
002191.SZ,2024-09-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,
002202.SZ,2017-09-04,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,
002202.SZ,2019-09-09,Hang Seng (China A) Corporate Sustainability Index,Inclusion,735.0
002240.SZ,2021-09-06,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,
002241.SZ,2016-09-05,Hang Seng China A Industry Top Index,Exclusion,
002241.SZ,2017-09-04,Hang Seng China A Industry Top Index,Inclusion,364.0
002241.SZ,2018-09-10,Hang Seng China A Industry Top Index,Exclusion,371.0
002243.SZ,2020-09-07,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,
002249.SZ,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
002292.SZ,2021-09-06,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,
0023.HK,2018-09-10,Hang Seng Index,Exclusion,
002303.SZ,2021-03-15,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,
002304.SZ,2019-09-09,Hang Seng China A Industry Top Index,Inclusion,
002304.SZ,2021-09-06,Hang Seng China A Industry Top Index,Removal,728.0
002351.SZ,2021-03-15,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,
002352.SZ,2017-09-04,Hang Seng China A Industry Top Index,Inclusion,
002352.SZ,2017-09-04,Hang Seng China A Top 100 Index,Inclusion,0.0
002352.SZ,2018-03-05,Hang Seng China 50 Index,Inclusion,182.0
002371.SZ,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
002371.SZ,2020-09-07,Hang Seng (China A) Corporate Sustainability Index,Inclusion,364.0
002371.SZ,2025-12-08,Hang Seng HKEX Stock Connect China Enterprises Index,Inclusion,1918.0
002407.SZ,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
002415.SZ,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
002415.SZ,2019-09-09,Hang Seng (China A) Corporate Sustainability Index,Inclusion,0.0
002415.SZ,2020-09-07,Hang Seng (China A) Corporate Sustainability Index,Removal,364.0
002421.SZ,2021-09-06,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,
002429.SZ,2024-09-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,
002460.SZ,2019-03-11,Hang Seng Stock Connect China AH Index Series,Inclusion,
002460.SZ,2019-09-09,Hang Seng Stock Connect China AH Index Series,Exclusion,182.0
002460.SZ,2021-09-06,Hang Seng (China A) Corporate Sustainability Index,Inclusion,728.0
002475.SZ,2020-09-07,Hang Seng China A Top 100 Index,Inclusion,
002475.SZ,2020-09-07,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,0.0
002475.SZ,2021-03-15,Hang Seng China 50 Index,Inclusion,189.0
002475.SZ,2021-09-06,Hang Seng China A Industry Top Index,Inclusion,175.0
002482.SZ,2020-09-07,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,
002493.SZ,2021-09-06,Hang Seng China A Top 100 Index,Inclusion,
002493.SZ,2024-09-09,Hang Seng China A Industry Top Index,Removal,1099.0
002503.SZ,2021-09-06,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,
002594.SZ,2016-03-14,Hang Seng China 50 Index,Exclusion,
002594.SZ,2018-09-10,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,910.0
002594.SZ,2020-09-07,Hang Seng (China A) Corporate Sustainability Index,Inclusion,728.0
002600.SZ,2021-09-06,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,
002601.SZ,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
002601.SZ,2021-09-06,Hang Seng (China A) Corporate Sustainability Index,Inclusion,728.0
002611.SZ,2021-03-15,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,
002670.SZ,2024-03-04,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,
002714.SZ,2021-09-06,Hang Seng China 50 Index,Inclusion,
002714.SZ,2021-09-06,Hang Seng China A Top 100 Index,Inclusion,0.0
002717.SZ,2021-03-15,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,
002736.SZ,2018-03-05,Hang Seng China 50 Index,Exclusion,
002791.SZ,2020-09-07,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,
002815.SZ,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
002815.SZ,2020-09-07,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,364.0
002850.SZ,2021-03-15,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,
0029.HK,2024-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Removal,
002916.SZ,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
002916.SZ,2019-09-09,Hang Seng (China A) Corporate Sustainability Index,Inclusion,0.0
002916.SZ,2020-09-07,Hang Seng (China A) Corporate Sustainability Index,Removal,364.0
002967.SZ,2021-03-15,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,
002967.SZ,2024-09-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,1274.0
003012.SZ,2021-09-06,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,
0035.HK,2020-09-07,Hang Seng Composite Index,Inclusion,
0035.HK,2021-03-15,Hang Seng Composite Index,Removal,189.0
003816.SZ,2020-09-07,Hang Seng China A Industry Top Index,Inclusion,
003816.SZ,2020-09-07,Hang Seng China A Top 100 Index,Inclusion,0.0
0041.HK,2018-03-05,Hang Seng Composite LargeCap & MidCap Index,Exclusion,
0041.HK,2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,189.0
0041.HK,2020-09-07,Hang Seng Composite Index,Inclusion,728.0
0041.HK,2020-09-07,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,0.0
0041.HK,2021-03-15,Hang Seng Composite Index,Removal,189.0
0041.HK,2021-03-15,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,0.0
0041.HK,2025-03-10,Hang Seng Composite Index,Inclusion,1456.0
0043.HK,2017-09-04,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
0043.HK,2018-09-10,Hang Seng Composite LargeCap & MidCap Index,Exclusion,371.0
0043.HK,2021-09-06,Hang Seng Composite Index,Inclusion,1092.0
0045.HK,2018-03-05,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
0045.HK,2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,189.0
0045.HK,2019-09-09,Hang Seng Composite LargeCap & MidCap Index,Exclusion,364.0
0045.HK,2019-09-09,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,0.0
0048.HK,2024-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
0052.HK,2019-09-09,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,
0052.HK,2020-03-09,Hang Seng Composite Index,Removal,182.0
0054.HK,2016-03-14,Hang Seng Composite LargeCap & MidCap Index,Exclusion,
0054.HK,2018-09-10,Hang Seng Composite LargeCap & MidCap Index,Inclusion,910.0
0054.HK,2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,0.0
0054.HK,2019-03-11,Hang Seng Composite LargeCap & MidCap Index,Exclusion,182.0
0059.HK,2021-03-15,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,
0066.HK,2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,
0066.HK,2018-09-10,Hang Seng Corporate Sustainability Index,Exclusion,0.0
0066.HK,2021-09-06,Hang Seng Corporate Sustainability Index,Inclusion,1092.0
0066.HK,2021-09-06,Hang Seng ESG 50 Index,Inclusion,0.0
0069.HK,2017-09-04,Hang Seng Corporate Sustainability Index,Exclusion,
0069.HK,2018-09-10,Hang Seng Corporate Sustainability Index,Inclusion,371.0
0069.HK,2020-09-07,Hang Seng Corporate Sustainability Index,Removal,728.0
0069.HK,2021-09-06,Hang Seng ESG 50 Index,Removal,364.0
0069.HK,2021-09-06,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,0.0
0069.HK,2024-09-09,Hang Seng Corporate Sustainability Benchmark Index,Removal,1099.0
0078.HK,2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,
0078.HK,2020-09-07,Hang Seng Composite Index,Removal,728.0
0081.HK,2016-09-05,Hang Seng Composite LargeCap & MidCap Index,Exclusion,
0083.HK,2020-09-07,Hang Seng Index,Removal,
0086.HK,2017-03-06,Hang Seng Composite LargeCap & MidCap Index,Exclusion,
0087.HK,2018-03-05,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
0087.HK,2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,189.0
0087.HK,2018-09-10,Hang Seng Corporate Sustainability Index,Inclusion,0.0
0095.HK,2025-03-10,Hang Seng Composite Index,Removal,
0104.HK,2024-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Removal,
0109.HK,2016-03-14,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
0109.HK,2017-03-06,Hang Seng Composite LargeCap & MidCap Index,Exclusion,357.0
0115.HK,2024-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Removal,
0116.HK,2020-03-09,Hang Seng Composite Index,Inclusion,
0120.HK,2020-03-09,Hang Seng Composite Index,Inclusion,
0120.HK,2021-03-15,Hang Seng Composite Index,Removal,371.0
0120.HK,2024-09-09,Hang Seng Composite Index,Removal,1274.0
0123.HK,2019-09-09,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,
0123.HK,2024-09-09,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,1827.0
0123.HK,2024-09-09,Hang Seng ESG 50 Index,Inclusion,0.0
0124.HK,2024-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
0127.HK,2018-03-05,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
0127.HK,2019-09-09,Hang Seng Composite LargeCap & MidCap Index,Exclusion,553.0
0135.HK,2017-12-04,Hang Seng Index,Exclusion,
0136.HK,2016-03-14,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
0136.HK,2017-03-06,Hang Seng Composite LargeCap & MidCap Index,Exclusion,357.0
0136.HK,2017-09-04,Hang Seng Composite LargeCap & MidCap Index,Inclusion,182.0
0136.HK,2020-12-07,Hang Seng TECH Index,Removal,1190.0
0142.HK,2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,
0144.HK,2018-09-10,Hang Seng Index,Exclusion,
0144.HK,2024-09-09,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,2191.0
0144.HK,2024-09-09,Hang Seng ESG 50 Index,Inclusion,0.0
0148.HK,2020-09-07,Hang Seng ESG 50 Index,Inclusion,
0148.HK,2021-09-06,Hang Seng ESG 50 Index,Removal,364.0
0151.HK,2019-09-09,Hang Seng China Enterprises Index,Inclusion,
0151.HK,2020-09-07,Hang Seng Index,Removal,364.0
0151.HK,2020-12-07,Hang Seng China Enterprises Index,Removal,91.0
0163.HK,2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,
0163.HK,2019-09-09,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,364.0
0165.HK,2024-09-09,Hang Seng Corporate Sustainability Benchmark Index,Removal,
0168.HK,2017-03-06,Hang Seng China AH Index Series,Exclusion,
0168.HK,2017-03-06,Hang Seng China Enterprises Index,Exclusion,0.0
0168.HK,2017-09-04,Hang Seng China AH Index Series,Inclusion,182.0
0168.HK,2019-09-09,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,735.0
0173.HK,2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,
0173.HK,2024-09-09,Hang Seng Composite Index,Inclusion,2191.0
0175.HK,2017-03-06,Hang Seng Index,Inclusion,
0175.HK,2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,553.0
0175.HK,2019-09-09,Hang Seng China Enterprises Index,Inclusion,364.0
0175.HK,2020-09-07,Hang Seng ESG 50 Index,Removal,364.0
0175.HK,2021-09-06,Hang Seng ESG 50 Index,Inclusion,364.0
0177.HK,2017-09-04,Hang Seng China AH Index Series,Inclusion,
0178.HK,2020-03-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,
0178.HK,2021-03-15,Hang Seng Composite Index,Removal,371.0
0179.HK,2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,
0200.HK,2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,
0200.HK,2024-09-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,2191.0
0207.HK,2016-09-05,Hang Seng Composite LargeCap & MidCap Index,Exclusion,
0215.HK,2019-09-09,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,
0215.HK,2020-09-07,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,364.0
0215.HK,2024-09-09,Hang Seng Corporate Sustainability Benchmark Index,Removal,1463.0
0241.HK,2020-12-07,Hang Seng China Enterprises Index,Inclusion,
0241.HK,2021-03-15,Hang Seng Index,Inclusion,98.0
0241.HK,2022-12-05,Hang Seng China Enterprises Index,Removal,630.0
0241.HK,2022-12-05,Hang Seng Stock Connect China Enterprises Index,Removal,0.0
0242.HK,2019-03-11,Hang Seng Composite LargeCap & MidCap Index,Exclusion,
0245.HK,2016-09-05,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
0245.HK,2017-09-04,Hang Seng Composite LargeCap & MidCap Index,Exclusion,364.0
0257.HK,2021-09-06,Hang Seng Corporate Sustainability Index,Removal,
0257.HK,2021-09-06,Hang Seng ESG 50 Index,Removal,0.0
0267.HK,2018-03-05,Hang Seng China Enterprises Index,Inclusion,
0267.HK,2021-03-15,Hang Seng China 50 Index,Removal,1106.0
0267.HK,2024-09-09,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,1274.0
0268.HK,2019-03-11,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
0270.HK,2018-03-05,Hang Seng China Enterprises Index,Inclusion,
0270.HK,2021-06-07,Hang Seng China Enterprises Index,Removal,1190.0
0283.HK,2016-09-05,Hang Seng Composite LargeCap & MidCap Index,Exclusion,
0285.HK,2024-06-11,Hang Seng Index,Inclusion,
0288.HK,2017-09-04,Hang Seng Index,Inclusion,
0288.HK,2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,371.0
0288.HK,2019-09-09,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,364.0
0288.HK,2020-09-07,Hang Seng ESG 50 Index,Inclusion,364.0
0288.HK,2021-09-06,Hang Seng Corporate Sustainability Index,Inclusion,364.0
0291.HK,2016-03-14,Hang Seng Index,Exclusion,
0291.HK,2019-06-17,Hang Seng China Enterprises Index,Inclusion,1190.0
0291.HK,2021-12-06,Hang Seng Index,Inclusion,903.0
0291.HK,2026-03-09,Hang Seng HKEX Stock Connect China Enterprises Index,Removal,1554.0
0293.HK,2017-12-04,Hang Seng Index,Exclusion,
0293.HK,2021-09-06,Hang Seng Corporate Sustainability Index,Removal,1372.0
0297.HK,2017-09-04,Hang Seng Composite LargeCap & MidCap Index,Exclusion,
0297.HK,2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,371.0
0300.HK,2024-12-09,Hang Seng Composite Index,Inclusion,
0300.HK,2024-12-09,Hang Seng TECH Index,Inclusion,0.0
0300.HK,2025-06-09,Hang Seng Index,Inclusion,182.0
0302.HK,2020-03-09,Hang Seng Composite Index,Inclusion,
0302.HK,2024-09-09,Hang Seng Composite Index,Removal,1645.0
0308.HK,2020-09-07,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,
0308.HK,2025-03-10,Hang Seng Composite Index,Inclusion,1645.0
0314.HK,2024-06-11,Hang Seng Hong Kong-Listed Biotech Index,Removal,
0314.HK,2024-09-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,90.0
0315.HK,2019-03-11,Hang Seng Composite LargeCap & MidCap Index,Exclusion,
0315.HK,2020-09-07,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,546.0
0315.HK,2021-09-06,Hang Seng Composite Index,Removal,364.0
0316.HK,2018-09-10,Hang Seng Corporate Sustainability Index,Inclusion,
0316.HK,2019-03-11,Hang Seng Composite LargeCap & MidCap Index,Exclusion,182.0
0316.HK,2019-09-09,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,182.0
0316.HK,2019-09-09,Hang Seng Corporate Sustainability Index,Exclusion,0.0
0316.HK,2022-06-13,Hang Seng Index,Inclusion,1008.0
0317.HK,2016-03-14,Hang Seng China AH Index Series,Inclusion,
0317.HK,2018-09-10,Hang Seng Composite LargeCap & MidCap Index,Exclusion,910.0
0317.HK,2018-09-10,Hang Seng Stock Connect China AH Index Series,Exclusion,0.0
0317.HK,2020-09-07,Hang Seng Composite Index,Removal,728.0
0317.HK,2024-09-09,Hang Seng Composite Index,Inclusion,1463.0
0321.HK,2020-03-09,Hang Seng Composite Index,Removal,
0322.HK,2016-09-05,Hang Seng Index,Exclusion,
0322.HK,2022-12-05,Hang Seng Index,Inclusion,2282.0
0323.HK,2017-09-04,Hang Seng China AH Index Series,Inclusion,
0323.HK,2017-09-04,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,0.0
0323.HK,2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,371.0
0323.HK,2021-03-15,Hang Seng Composite Index,Removal,917.0
0325.HK,2025-06-09,Hang Seng Composite Index,Inclusion,
0327.HK,2021-03-15,Hang Seng Composite Index,Removal,
